층,블록,열,넘버,전체_좌석,X,Y,Z,대칭점,무대_밑_좌우시야각,무대_위_좌우시야각,무대가_보이는_면적
1층,B블록,5,2,1층 B블록5열 2,943,1046,-24,1층 D블록5열 9,25.64711083641105,60.22485766156159,2384.628032431766
1층,B블록,5,3,1층 B블록5열 3,889,1055,-24,1층 D블록5열 8,26.08152112689207,62.53392645475527,2442.9699083799856
1층,B블록,5,4,1층 B블록5열 4,835,1064,-24,1층 D블록5열 7,26.493942703194676,64.75335045869697,2502.9029714356666
1층,B블록,5,5,1층 B블록5열 5,780,1072,-24,1층 D블록5열 6,26.900167908645688,66.93060220547632,2565.4127316991085
1층,B블록,5,6,1층 B블록5열 6,726,1079,-24,1층 D블록5열 5,27.282108315386406,68.96972946975981,2627.408447133539
1층,B블록,5,7,1층 B블록5열 7,671,1087,-24,1층 D블록5열 4,27.635025035041135,70.88488136658538,2689.227420659149
1층,B블록,5,8,1층 B블록5열 8,617,1094,-24,1층 D블록5열 3,27.961426466886948,72.64189071654849,2748.8896101437085
1층,B블록,5,9,1층 B블록5열 9,562,1099,-24,1층 D블록5열 2,28.286735294318493,74.34301489248853,2809.003529555692
1층,B블록,5,10,1층 B블록5열 10,508,1104,-24,1층 D블록5열 1,28.57463542575049,75.85144675721854,2864.9441775038513
1층,C블록,5,1,1층 C블록5열 1,341,1116,-24,1층 C블록5열 12,29.300380494163186,79.58992954300074,3014.543070275442
1층,C블록,5,2,1층 C블록5열 2,279,1120,-24,1층 C블록5열 11,29.491664321732742,80.57666427088488,3057.3364713951296
1층,C블록,5,3,1층 C블록5열 3,217,1124,-24,1층 C블록5열 10,29.63527798323773,81.33174213358122,3091.47594455267
1층,C블록,5,4,1층 C블록5열 4,155,1125,-24,1층 C블록5열 9,29.769648792164094,81.98129442874527,3120.3316352393626
1층,C블록,5,5,1층 C블록5열 5,93,1126,-24,1층 C블록5열 8,29.85534134761074,82.40062409926573,3139.460672370747
1층,C블록,5,6,1층 C블록5열 6,31,1127,-24,1층 C블록5열 7,29.891653579511328,82.58880074678785,3148.4147096217616
1층,C블록,5,7,1층 C블록5열 7,-31,1127,-24,1층 C블록5열 6,29.891653579511328,82.58880074678785,3148.414709621761
1층,C블록,5,8,1층 C블록5열 8,-93,1126,-24,1층 C블록5열 5,29.85534134761074,82.40062409926573,3139.460672370747
1층,C블록,5,9,1층 C블록5열 9,-155,1125,-24,1층 C블록5열 4,29.769648792164094,81.98129442874527,3120.3316352393626
1층,C블록,5,10,1층 C블록5열 10,-217,1124,-24,1층 C블록5열 3,29.63527798323773,81.33174213358122,3091.47594455267
1층,C블록,5,11,1층 C블록5열 11,-279,1120,-24,1층 C블록5열 2,29.491664321732742,80.57666427088488,3057.3364713951296
1층,C블록,5,12,1층 C블록5열 12,-341,1116,-24,1층 C블록5열 1,29.300380494163186,79.58992954300074,3014.543070275442
1층,D블록,5,1,1층 D블록5열 1,-508,1104,-24,1층 B블록5열 10,28.57463542575049,75.85144675721854,2864.9441775038513
1층,D블록,5,2,1층 D블록5열 2,-562,1099,-24,1층 B블록5열 9,28.286735294318493,74.34301489248853,2809.003529555692
1층,D블록,5,3,1층 D블록5열 3,-617,1094,-24,1층 B블록5열 8,27.961426466886948,72.64189071654849,2748.8896101437085
1층,D블록,5,4,1층 D블록5열 4,-671,1087,-24,1층 B블록5열 7,27.635025035041135,70.88488136658538,2689.2274206591487
1층,D블록,5,5,1층 D블록5열 5,-726,1079,-24,1층 B블록5열 6,27.282108315386406,68.96972946975981,2627.408447133539
1층,D블록,5,6,1층 D블록5열 6,-780,1072,-24,1층 B블록5열 5,26.900167908645688,66.93060220547632,2565.4127316991085
1층,D블록,5,7,1층 D블록5열 7,-835,1064,-24,1층 B블록5열 4,26.493942703194676,64.75335045869697,2502.9029714356666
1층,D블록,5,8,1층 D블록5열 8,-889,1055,-24,1층 B블록5열 3,26.08152112689207,62.53392645475527,2442.969908379986
1층,D블록,5,9,1층 D블록5열 9,-943,1046,-24,1층 B블록5열 2,25.64711083641105,60.22485766156159,2384.628032431766
1층,D블록,5,10,1층 D블록5열 10,-997,1037,-24,1층 B블록5열 1,25.192911966132474,57.84725265614945,2328.596948970687
1층,E블록,5,1,1층 E블록5열 1,-1163,1005,-24,1층 A블록5열 10,23.7214093209201,50.36880099129525,2177.4387465951286
1층,E블록,5,2,1층 E블록5열 2,-1212,995,-24,1층 A블록5열 9,23.265127943342904,48.16047155503564,2139.467658729041
1층,E블록,5,3,1층 E블록5열 3,-1264,983,-24,1층 A블록5열 8,22.777840158901178,45.84538937939162,2102.7758307308764
1층,E블록,5,4,1층 E블록5열 4,-1312,971,-24,1층 A블록5열 7,22.323579698369223,43.74117334348135,2071.958184625443
1층,E블록,5,5,1층 E블록5열 5,-1360,960,-24,1층 A블록5열 6,21.85813214825072,41.68062228979919,2043.5203406804385
1층,E블록,5,6,1층 E블록5열 6,-1409,948,-24,1층 A블록5열 5,21.38047171184274,39.63069508531873,2017.0506902294476
1층,E블록,5,7,1층 E블록5열 7,-1460,934,-24,1층 A블록5열 4,20.88310877787338,37.55700543500584,1992.032620021431
1층,E블록,5,8,1층 E블록5열 8,-1508,921,-24,1층 A블록5열 3,20.410495697504444,35.67369778140694,1970.3008101227933
1층,E블록,5,9,1층 E블록5열 9,-1556,908,-24,1층 A블록5열 2,19.935484621004218,33.8618611397525,1950.1018884625373
1층,E블록,5,10,1층 E블록5열 10,-1603,894,-24,1층 A블록5열 1,19.47143899751781,32.15067489907658,1931.7277793435865
1층,A블록,6,1,1층 A블록6열 1,1630,986,-7,1층 E블록6열 10,19.050501902185342,31.866879871252234,1896.4911846600744
1층,A블록,6,2,1층 A블록6열 2,1580,999,-7,1층 E블록6열 9,19.5115055066969,33.57067679687442,1913.7104738436947
1층,A블록,6,3,1층 A블록6열 3,1531,1013,-7,1층 E블록6열 8,19.95861523835026,35.3152467240831,1931.7550276375862
1층,A블록,6,4,1층 A블록6열 4,1481,1028,-7,1층 E블록6열 7,20.408953628559953,37.16020974043767,1951.641181375241
1층,A블록,6,5,1층 A블록6열 5,1431,1040,-7,1층 E블록6열 6,20.863712405197944,39.048977646652006,1973.6911878943938
1층,A블록,6,6,1층 A블록6열 6,1381,1052,-7,1층 E블록6열 5,21.313779860411287,40.99182524918137,1997.9072583398647
1층,A블록,6,7,1층 A블록6열 7,1331,1064,-7,1층 E블록6열 4,21.757730195751012,42.979992888673905,2024.5614429404955
1층,A블록,6,8,1층 A블록6열 8,1281,1078,-7,1층 E블록6열 3,22.18471663241382,44.999339012568164,2053.605772032718
1층,A블록,6,9,1층 A블록6열 9,1231,1088,-7,1층 E블록6열 2,22.621369455431015,47.0492003411502,2086.069935058321
1층,A블록,6,10,1층 A블록6열 10,1180,1098,-7,1층 E블록6열 1,23.058746367300433,49.159839764953524,2122.305859537038
1층,B블록,6,1,1층 B블록6열 1,1023,1129,-7,1층 D블록6열 11,24.32975642797045,55.620872975278175,2252.689726490656
1층,B블록,6,2,1층 B블록6열 2,971,1138,-7,1층 D블록6열 10,24.729608122888486,57.713062376584205,2301.5823777835594
1층,B블록,6,3,1층 B블록6열 3,920,1146,-7,1층 D블록6열 9,25.111851503132748,59.72631510619606,2351.7331655563285
1층,B블록,6,4,1층 B블록6열 4,869,1155,-7,1층 D블록6열 8,25.468657773294048,61.65408858877078,2402.9251401581896
1층,B블록,6,5,1층 B블록6열 5,817,1163,-7,1층 D블록6열 7,25.822570083060675,63.56061392795274,2456.3470535619126
1층,B블록,6,6,1층 B블록6열 6,766,1170,-7,1층 D블록6열 6,26.157077957689253,65.35942910171251,2509.3190719932954
1층,B블록,6,7,1층 B블록6열 7,714,1177,-7,1층 D블록6열 5,26.47790612252513,67.09424487808961,2562.989948375137
1층,B블록,6,8,1층 B블록6열 8,663,1184,-7,1층 D블록6열 4,26.768773645464062,68.68031638546944,2614.494111974782
1층,B블록,6,9,1층 B블록6열 9,611,1190,-7,1층 D블록6열 3,27.052603564039735,70.20977748475171,2666.0071484641803
1층,B블록,6,10,1층 B블록6열 10,559,1195,-7,1층 D블록6열 2,27.321871844695238,71.64378811000623,2715.9668059311384
1층,B블록,6,11,1층 B블록6열 11,507,1199,-7,1층 D블록6열 1,27.57627798864502,72.98018853964868,2763.9369645741203
1층,C블록,6,1,1층 C블록6열 1,354,1211,-7,1층 C블록6열 13,28.1650102209664,76.09844155675502,2883.8724146304558
1층,C블록,6,2,1층 C블록6열 2,295,1214,-7,1층 C블록6열 12,28.344768776340622,77.028991651144,2921.3685724159377
1층,C블록,6,3,1층 C블록6열 3,236,1217,-7,1층 C블록6열 11,28.48637712294736,77.76994050512509,2952.2495522704753
1층,C블록,6,4,1층 C블록6열 4,177,1220,-7,1층 C블록6열 10,28.588920414041866,78.31898183440302,2975.9908790864406
1층,C블록,6,5,1층 C블록6열 5,118,1221,-7,1층 C블록6열 9,28.676454825361997,78.75837900649684,2994.472731348733
1층,C블록,6,6,1층 C블록6열 6,59,1222,-7,1층 C블록6열 8,28.724201574763555,79.00551559577177,3005.219478637077
1층,C블록,6,7,1층 C블록6열 7,0,1223,-7,1층 C블록6열 7,28.731849541250444,79.05982694006504,3008.042820698808
1층,C블록,6,8,1층 C블록6열 8,-59,1222,-7,1층 C블록6열 6,28.724201574763555,79.00551559577177,3005.2194786370765
1층,C블록,6,9,1층 C블록6열 9,-118,1221,-7,1층 C블록6열 5,28.676454825361997,78.75837900649684,2994.472731348733
1층,C블록,6,10,1층 C블록6열 10,-177,1220,-7,1층 C블록6열 4,28.588920414041866,78.31898183440302,2975.9908790864406
1층,C블록,6,11,1층 C블록6열 11,-236,1217,-7,1층 C블록6열 3,28.48637712294736,77.76994050512509,2952.2495522704753
1층,C블록,6,12,1층 C블록6열 12,-295,1214,-7,1층 C블록6열 2,28.344768776340622,77.028991651144,2921.3685724159377
1층,C블록,6,13,1층 C블록6열 13,-354,1211,-7,1층 C블록6열 1,28.1650102209664,76.09844155675502,2883.8724146304558
1층,D블록,6,1,1층 D블록6열 1,-507,1199,-7,1층 B블록6열 11,27.57627798864502,72.98018853964868,2763.9369645741203
1층,D블록,6,2,1층 D블록6열 2,-559,1195,-7,1층 B블록6열 10,27.321871844695238,71.64378811000623,2715.966805931139
1층,D블록,6,3,1층 D블록6열 3,-611,1190,-7,1층 B블록6열 9,27.052603564039735,70.20977748475171,2666.00714846418
1층,D블록,6,4,1층 D블록6열 4,-663,1184,-7,1층 B블록6열 8,26.768773645464062,68.68031638546944,2614.494111974782
1층,D블록,6,5,1층 D블록6열 5,-714,1177,-7,1층 B블록6열 7,26.47790612252513,67.09424487808961,2562.989948375137
1층,D블록,6,6,1층 D블록6열 6,-766,1170,-7,1층 B블록6열 6,26.157077957689253,65.35942910171251,2509.3190719932954
1층,D블록,6,7,1층 D블록6열 7,-817,1163,-7,1층 B블록6열 5,25.822570083060675,63.56061392795274,2456.3470535619126
1층,D블록,6,8,1층 D블록6열 8,-869,1155,-7,1층 B블록6열 4,25.468657773294048,61.65408858877078,2402.925140158189
1층,D블록,6,9,1층 D블록6열 9,-920,1146,-7,1층 B블록6열 3,25.111851503132748,59.72631510619606,2351.7331655563285
1층,D블록,6,10,1층 D블록6열 10,-971,1138,-7,1층 B블록6열 2,24.729608122888486,57.713062376584205,2301.58237778356
1층,D블록,6,11,1층 D블록6열 11,-1023,1129,-7,1층 B블록6열 1,24.32975642797045,55.620872975278175,2252.689726490656
1층,E블록,6,1,1층 E블록6열 1,-1180,1098,-7,1층 A블록6열 10,23.058746367300433,49.159839764953524,2122.305859537038
1층,E블록,6,2,1층 E블록6열 2,-1231,1088,-7,1층 A블록6열 9,22.621369455431015,47.0492003411502,2086.0699350583204
1층,E블록,6,3,1층 E블록6열 3,-1281,1078,-7,1층 A블록6열 8,22.18471663241382,44.999339012568164,2053.605772032718
1층,E블록,6,4,1층 E블록6열 4,-1331,1064,-7,1층 A블록6열 7,21.757730195751012,42.979992888673905,2024.561442940496
1층,E블록,6,5,1층 E블록6열 5,-1381,1052,-7,1층 A블록6열 6,21.313779860411287,40.99182524918137,1997.9072583398647
1층,E블록,6,6,1층 E블록6열 6,-1431,1040,-7,1층 A블록6열 5,20.863712405197944,39.048977646652006,1973.6911878943938
1층,E블록,6,7,1층 E블록6열 7,-1481,1028,-7,1층 A블록6열 4,20.408953628559953,37.16020974043767,1951.641181375241
1층,E블록,6,8,1층 E블록6열 8,-1531,1013,-7,1층 A블록6열 3,19.95861523835026,35.3152467240831,1931.755027637586
1층,E블록,6,9,1층 E블록6열 9,-1580,999,-7,1층 A블록6열 2,19.5115055066969,33.57067679687442,1913.7104738436942
1층,E블록,6,10,1층 E블록6열 10,-1630,986,-7,1층 A블록6열 1,19.050501902185342,31.866879871252234,1896.4911846600746
1층,A블록,7,1,1층 A블록7열 1,1655,1077,12,1층 E블록7열 10,18.658485029919806,31.652634397253223,1865.758868454439
1층,A블록,7,2,1층 A블록7열 2,1605,1091,12,1층 E블록7열 9,19.08440933781212,33.26181403722419,1880.7539924528282
1층,A블록,7,3,1층 A블록7열 3,1554,1105,12,1층 E블록7열 8,19.516740182780875,34.95920501232196,1897.3408454469668
1층,A블록,7,4,1층 A블록7열 4,1504,1119,12,1층 E블록7열 7,19.93598005318271,36.67637624097544,1915.1024827396022
1층,A블록,7,5,1층 A블록7열 5,1453,1134,12,1층 E블록7열 6,20.355805382731468,38.4756058555722,1935.0027895348346
1층,A블록,7,6,1층 A블록7열 6,1403,1145,12,1층 E블록7열 5,20.77435246142273,40.27141014817519,1956.8453224524537
1층,A블록,7,7,1층 A블록7열 7,1352,1157,12,1층 E블록7열 4,21.19241796167128,42.14170272034795,1981.4904266615044
1층,A블록,7,8,1층 A블록7열 8,1301,1170,12,1층 E블록7열 3,21.59827903770803,44.03698371533553,2008.727285984751
1층,A블록,7,9,1층 A블록7열 9,1250,1182,12,1층 E블록7열 2,21.99931739796226,45.94955135751324,2038.8876858536341
1층,A블록,7,10,1층 A블록7열 10,1199,1191,12,1층 E블록7열 1,22.4061546989736,47.88638122432991,2072.2928773251465
1층,B블록,7,1,1층 B블록7열 1,1038,1223,12,1층 D블록7열 11,23.59827932433259,53.92356662669208,2195.869755066604
1층,B블록,7,2,1층 B블록7열 2,987,1232,12,1층 D블록7열 10,23.95539287420491,55.78714567901258,2240.1222157844295
1층,B블록,7,3,1층 B블록7열 3,935,1240,12,1층 D블록7열 9,24.312619558024107,57.65713084332271,2287.253270756129
1층,B블록,7,4,1층 B블록7열 4,884,1248,12,1층 D블록7열 8,24.645886595317666,59.42989054140425,2334.6727490667026
1층,B블록,7,5,1층 B블록7열 5,830,1257,12,1층 D블록7열 7,24.975609726538732,61.2178124331241,2385.393581230982
1층,B블록,7,6,1층 B블록7열 6,779,1264,12,1층 D블록7열 6,25.280483377234084,62.85647583575514,2433.850308298194
1층,B블록,7,7,1층 B블록7열 7,727,1271,12,1층 D블록7열 5,25.572889780873016,64.43946253239483,2482.8227520535474
1층,B블록,7,8,1층 B블록7열 8,676,1278,12,1층 D블록7열 4,25.83798970022548,65.88941759936822,2529.7306173577354
1층,B블록,7,9,1층 B블록7열 9,619,1285,12,1층 D블록7열 3,26.116782552896016,67.40866877373934,2580.6604875257385
1층,B블록,7,10,1층 B블록7열 10,568,1289,12,1층 D블록7열 2,26.365280782310315,68.72252809870871,2625.344414358692
1층,B블록,7,11,1층 B블록7열 11,516,1294,12,1층 D블록7열 1,26.586654910766985,69.91666332596672,2667.831583074613
1층,C블록,7,1,1층 C블록7열 1,360,1306,12,1층 C블록7열 13,27.134016502120613,72.84885301620557,2777.3860385473563
1층,C블록,7,2,1층 C블록7열 2,300,1309,12,1층 C블록7열 12,27.300486359052044,73.72405265124867,2811.2937091945146
1층,C블록,7,3,1층 C블록7열 3,240,1312,12,1층 C블록7열 11,27.431534252177233,74.42142635783154,2839.1895222517865
1층,C블록,7,4,1층 C블록7열 4,180,1314,12,1층 C블록7열 10,27.537776913741013,74.97796483610756,2861.5648338369983
1층,C블록,7,5,1층 C블록7열 5,120,1316,12,1층 C블록7열 9,27.607397779560266,75.35315522135332,2877.222687298577
1층,C블록,7,6,1층 C블록7열 6,60,1317,12,1층 C블록7열 8,27.651567011278324,75.58637387098015,2886.8826688632626
1층,C블록,7,7,1층 C블록7열 7,0,1318,12,1층 C블록7열 7,27.658568003384605,75.6370618876985,2889.4747295769716
1층,C블록,7,8,1층 C블록7열 8,-60,1317,12,1층 C블록7열 6,27.651567011278324,75.58637387098015,2886.8826688632626
1층,C블록,7,9,1층 C블록7열 9,-120,1316,12,1층 C블록7열 5,27.607397779560266,75.35315522135332,2877.222687298577
1층,C블록,7,10,1층 C블록7열 10,-180,1314,12,1층 C블록7열 4,27.537776913741013,74.97796483610756,2861.564833836998
1층,C블록,7,11,1층 C블록7열 11,-240,1312,12,1층 C블록7열 3,27.431534252177233,74.42142635783154,2839.189522251787
1층,C블록,7,12,1층 C블록7열 12,-300,1309,12,1층 C블록7열 2,27.300486359052044,73.72405265124867,2811.293709194515
1층,C블록,7,13,1층 C블록7열 13,-360,1306,12,1층 C블록7열 1,27.134016502120613,72.84885301620557,2777.3860385473563
1층,D블록,7,1,1층 D블록7열 1,-516,1294,12,1층 B블록7열 11,26.586654910766985,69.91666332596672,2667.8315830746133
1층,D블록,7,2,1층 D블록7열 2,-568,1289,12,1층 B블록7열 10,26.365280782310315,68.72252809870871,2625.344414358692
1층,D블록,7,3,1층 D블록7열 3,-619,1285,12,1층 B블록7열 9,26.116782552896016,67.40866877373934,2580.660487525738
1층,D블록,7,4,1층 D블록7열 4,-676,1278,12,1층 B블록7열 8,25.83798970022548,65.88941759936822,2529.7306173577354
1층,D블록,7,5,1층 D블록7열 5,-727,1271,12,1층 B블록7열 7,25.572889780873016,64.43946253239483,2482.8227520535474
1층,D블록,7,6,1층 D블록7열 6,-779,1264,12,1층 B블록7열 6,25.280483377234084,62.85647583575514,2433.850308298194
1층,D블록,7,7,1층 D블록7열 7,-830,1257,12,1층 B블록7열 5,24.975609726538732,61.2178124331241,2385.393581230982
1층,D블록,7,8,1층 D블록7열 8,-884,1248,12,1층 B블록7열 4,24.645886595317666,59.42989054140425,2334.6727490667026
1층,D블록,7,9,1층 D블록7열 9,-935,1240,12,1층 B블록7열 3,24.312619558024107,57.65713084332271,2287.2532707561295
1층,D블록,7,10,1층 D블록7열 10,-987,1232,12,1층 B블록7열 2,23.95539287420491,55.78714567901258,2240.1222157844295
1층,D블록,7,11,1층 D블록7열 11,-1038,1223,12,1층 B블록7열 1,23.59827932433259,53.92356662669208,2195.869755066604
1층,E블록,7,1,1층 E블록7열 1,-1199,1191,12,1층 A블록7열 10,22.4061546989736,47.88638122432991,2072.2928773251465
1층,E블록,7,2,1층 E블록7열 2,-1250,1182,12,1층 A블록7열 9,21.99931739796226,45.94955135751324,2038.8876858536341
1층,E블록,7,3,1층 E블록7열 3,-1301,1170,12,1층 A블록7열 8,21.59827903770803,44.03698371533553,2008.7272859847512
1층,E블록,7,4,1층 E블록7열 4,-1352,1157,12,1층 A블록7열 7,21.19241796167128,42.14170272034795,1981.4904266615044
1층,E블록,7,5,1층 E블록7열 5,-1403,1145,12,1층 A블록7열 6,20.77435246142273,40.27141014817519,1956.8453224524537
1층,E블록,7,6,1층 E블록7열 6,-1453,1134,12,1층 A블록7열 5,20.355805382731468,38.4756058555722,1935.0027895348344
1층,E블록,7,7,1층 E블록7열 7,-1504,1119,12,1층 A블록7열 4,19.93598005318271,36.67637624097544,1915.102482739602
1층,E블록,7,8,1층 E블록7열 8,-1554,1105,12,1층 A블록7열 3,19.516740182780875,34.95920501232196,1897.3408454469668
1층,E블록,7,9,1층 E블록7열 9,-1605,1091,12,1층 A블록7열 2,19.08440933781212,33.26181403722419,1880.7539924528282
1층,E블록,7,10,1층 E블록7열 10,-1655,1077,12,1층 A블록7열 1,18.658485029919806,31.652634397253223,1865.758868454439
1층,A블록,8,1,1층 A블록8열 1,1695,1165,30,1층 E블록8열 11,18.150610150798503,31.009805252717573,1837.0934471751448
1층,A블록,8,2,1층 A블록8열 2,1646,1178,30,1층 E블록8열 10,18.540270755928518,32.4673050079587,1849.779750899956
