층,블록,열,넘버,전체_좌석,X,Y,Z,대칭점,무대까지의 거리,좌우면적시야각,상하면적시야각,좌우시야각,상하시야각,주성분
1층,A블록,4,4,1층 A블록4열 4,1435,844,-42,1층 E블록4열 7,1665.3302975686236,24.77561944406745,28.748568844537964,59.53794500162691,1.4451655151078926,-625.1681325656028
1층,A블록,4,5,1층 A블록4열 5,1386,856,-42,1층 E블록4열 6,1629.5692682423785,26.72353823537036,28.85347088616909,58.300330569495664,1.4768867395100256,-660.9520305466544
1층,A블록,4,6,1층 A블록4열 6,1338,867,-42,1층 E블록4열 5,1594.8971753689957,28.749698214035345,28.93520531530657,57.05748634008979,1.509000703880728,-695.6481099836341
1층,A블록,4,7,1층 A블록4열 7,1290,879,-42,1층 E블록4열 4,1561.5713240194957,30.92923484576977,28.957401577502576,55.72966456820315,1.5412123218437224,-728.9998143544216
1층,A블록,4,8,1층 A블록4열 8,1241,891,-42,1층 E블록4열 3,1528.3082149880631,33.283390786049736,28.938514651707862,54.322810617633706,1.5747646434128215,-762.2909160260356
1층,A블록,4,9,1층 A블록4열 9,1193,902,-42,1층 E블록4열 2,1496.200855500357,35.70416820345108,28.88640179247276,52.90790801391143,1.6085667114341191,-794.4271196621589
1층,A블록,4,10,1층 A블록4열 10,1144,912,-42,1층 E블록4열 1,1463.6406662839072,38.283375943755466,28.80641368493785,51.43804951499843,1.6443606502079735,-827.0181062810173
1층,B블록,4,1,1층 B블록4열 1,982,943,-42,1층 D블록4열 10,1362.1075581612488,47.53466585706188,28.12959239428956,46.160638830818506,1.766970761153521,-928.6604380513996
1층,B블록,4,2,1층 B블록4열 2,929,952,-42,1층 D블록4열 9,1330.8301920230094,50.719698536908346,27.75644281858333,44.29944856002068,1.808512005310757,-959.9746149136957
1층,B블록,4,3,1층 B블록4열 3,875,961,-42,1층 D블록4열 8,1300.349952897296,53.98694314244984,27.272886698863235,42.31817099564017,1.8509181605736849,-990.4918369505141
1층,B블록,4,4,1층 B블록4열 4,822,970,-42,1층 D블록4열 7,1272.143073714588,57.16513971367424,26.67633356849301,40.278697691563885,1.891972821938552,-1018.7336032746865
1층,B블록,4,5,1층 B블록4열 5,768,978,-42,1층 D블록4열 6,1244.2154154325528,60.356744336556666,25.97444830676463,38.14169927622802,1.934456008755012,-1046.695271947944
1층,B블록,4,6,1층 B블록4열 6,715,985,-42,1층 D블록4열 5,1217.8727355516255,63.40775460966442,25.17527264096166,35.97545937377728,1.9763148656845604,-1073.0691543483288
1층,B블록,4,7,1층 B블록4열 7,661,992,-42,1층 D블록4열 4,1192.7904258502413,66.37499099941925,24.21519750336629,33.676736725961355,2.0178903464946787,-1098.179936977351
1층,B블록,4,8,1층 B블록4열 8,607,1000,-42,1층 D블록4열 3,1170.5609766261646,69.11057644811487,23.06126295414154,31.25775076801662,2.056227246163901,-1120.4328889018825
1층,B블록,4,9,1층 B블록4열 9,553,1005,-42,1층 D블록4열 2,1147.8667170015865,71.75955950935924,21.833042878498304,28.821735151294607,2.096898516801007,-1143.148514878832
1층,B블록,4,10,1층 B블록4열 10,499,1009,-42,1층 D블록4열 1,1126.4306458899275,74.22968040756265,20.45759944392737,26.31465405264066,2.1368210120126268,-1164.6019789145191
1층,C블록,4,1,1층 C블록4열 1,335,1022,-42,1층 C블록4열 12,1076.3238360270575,80.08062279195082,15.123310113028005,18.148556544264423,2.236347264124165,-1214.7276333494106
1층,C블록,4,2,1층 C블록4열 2,274,1025,-42,1층 C블록4열 11,1061.8215480955355,81.71024991105857,12.772459252292483,14.966203027492949,2.266906986040168,-1229.2257093451854
1층,C블록,4,3,1층 C블록4열 3,213,1029,-42,1층 C블록4열 10,1051.6529845914004,82.90337086175917,10.210561352056354,11.694892724975062,2.288837602727206,-1239.3821429896475
1층,C블록,4,4,1층 C블록4열 4,152,1030,-42,1층 C블록4열 9,1042.0019193840287,83.93326822515009,7.563280290725538,8.39471015824812,2.3100483533912937,-1249.0178580737647
1층,C블록,4,5,1층 C블록4열 5,91,1031,-42,1층 C블록4열 8,1035.8600291545183,84.59576980776832,4.868394552003755,5.04407293854838,2.323752738516787,-1255.1390845138556
1층,C블록,4,6,1층 C블록4열 6,30,1032,-42,1층 C블록4열 7,1033.289891559963,84.88944662152753,2.520832096283806,1.6651060581036772,2.3295358719205894,-1257.6874063698906
1층,C블록,4,7,1층 C블록4열 7,-30,1032,-42,1층 C블록4열 6,1033.289891559963,84.88944662152753,2.520832096283806,-1.6651060581036772,2.3295358719205894,-1257.6865004412386
1층,C블록,4,8,1층 C블록4열 8,-91,1031,-42,1층 C블록4열 5,1035.8600291545183,84.59576980776832,4.868394552003755,-5.04407293854838,2.323752738516787,-1255.1363402020595
1층,C블록,4,9,1층 C블록4열 9,-152,1030,-42,1층 C블록4열 4,1042.0019193840287,83.93326822515009,7.563280290725538,-8.39471015824812,2.3100483533912937,-1249.0132907920472
1층,C블록,4,10,1층 C블록4열 10,-213,1029,-42,1층 C블록4열 3,1051.6529845914004,82.90337086175917,10.210561352056354,-11.694892724975062,2.288837602727206,-1239.3757801887023
1층,C블록,4,11,1층 C블록4열 11,-274,1025,-42,1층 C블록4열 2,1061.8215480955355,81.71024991105857,12.772459252292483,-14.966203027492949,2.266906986040168,-1229.217566733448
1층,C블록,4,12,1층 C블록4열 12,-335,1022,-42,1층 C블록4열 1,1076.3238360270575,80.08062279195082,15.123310113028005,-18.148556544264423,2.236347264124165,-1214.7177593253
1층,D블록,4,1,1층 D블록4열 1,-499,1009,-42,1층 B블록4열 10,1126.4306458899275,74.22968040756265,20.45759944392737,-26.31465405264066,2.1368210120126268,-1164.5876619892065
1층,D블록,4,2,1층 D블록4열 2,-553,1005,-42,1층 B블록4열 9,1147.8667170015865,71.75955950935924,21.833042878498304,-28.821735151294607,2.096898516801007,-1143.1328339343395
1층,D블록,4,3,1층 D블록4열 3,-607,1000,-42,1층 B블록4열 8,1170.5609766261646,69.11057644811487,23.06126295414154,-31.25775076801662,2.056227246163901,-1120.4158826025675
1층,D블록,4,4,1층 D블록4열 4,-661,992,-42,1층 B블록4열 7,1192.7904258502413,66.37499099941925,24.21519750336629,-33.676736725961355,2.0178903464946787,-1098.161614588483
1층,D블록,4,5,1층 D블록4열 5,-715,985,-42,1층 B블록4열 6,1217.8727355516255,63.40775460966442,25.17527264096166,-35.97545937377728,1.9763148656845604,-1073.0495813011623
1층,D블록,4,6,1층 D블록4열 6,-768,978,-42,1층 B블록4열 5,1244.2154154325528,60.356744336556666,25.97444830676463,-38.14169927622802,1.934456008755012,-1046.6745203219205
1층,D블록,4,7,1층 D블록4열 7,-822,970,-42,1층 B블록4열 4,1272.143073714588,57.16513971367424,26.67633356849301,-40.278697691563885,1.891972821938552,-1018.7116889791238
1층,D블록,4,8,1층 D블록4열 8,-875,961,-42,1층 B블록4열 3,1300.349952897296,53.98694314244984,27.272886698863235,-42.31817099564017,1.8509181605736849,-990.4688130455712
1층,D블록,4,9,1층 D블록4열 9,-929,952,-42,1층 B블록4열 2,1330.8301920230094,50.719698536908346,27.75644281858333,-44.29944856002068,1.808512005310757,-959.9505130617329
1층,D블록,4,10,1층 D블록4열 10,-982,943,-42,1층 B블록4열 1,1362.1075581612488,47.53466585706188,28.12959239428956,-46.160638830818506,1.766970761153521,-928.6353235879069
1층,E블록,4,1,1층 E블록4열 1,-1144,912,-42,1층 A블록4열 10,1463.6406662839072,38.283375943755466,28.80641368493785,-51.43804951499843,1.6443606502079735,-826.9901205544461
1층,E블록,4,2,1층 E블록4열 2,-1193,902,-42,1층 A블록4열 9,1496.200855500357,35.70416820345108,28.88640179247276,-52.90790801391143,1.6085667114341191,-794.3983342346185
1층,E블록,4,3,1층 E블록4열 3,-1241,891,-42,1층 A블록4열 8,1528.3082149880631,33.283390786049736,28.938514651707862,-54.322810617633706,1.5747646434128215,-762.2613607971947
1층,E블록,4,4,1층 E블록4열 4,-1290,879,-42,1층 A블록4열 7,1561.5713240194957,30.92923484576977,28.957401577502576,-55.72966456820315,1.5412123218437224,-728.9694937032845
1층,E블록,4,5,1층 E블록4열 5,-1338,867,-42,1층 A블록4열 6,1594.8971753689957,28.749698214035345,28.93520531530657,-57.05748634008979,1.509000703880728,-695.6170669089721
1층,E블록,4,6,1층 E블록4열 6,-1386,856,-42,1층 A블록4열 5,1629.5692682423785,26.72353823537036,28.85347088616909,-58.300330569495664,1.4768867395100256,-660.9203112819132
1층,E블록,4,7,1층 E블록4열 7,-1435,844,-42,1층 A블록4열 4,1665.3302975686236,24.77561944406745,28.748568844537964,-59.53794500162691,1.4451655151078926,-625.1357399561409
1층,E블록,4,8,1층 E블록4열 8,-1482,830,-42,1층 A블록4열 3,1699.1138867068328,22.976938206265505,28.659500922614505,-60.74881920364285,1.416425283099316,-591.3306259743771
1층,E블록,4,9,1층 E블록4열 9,-1530,816,-42,1층 A블록4열 2,1734.5085759372882,21.26831334584007,28.53188004611125,-61.92751306414704,1.387515747443205,-555.915647390078
1층,E블록,4,10,1층 E블록4열 10,-1578,803,-42,1층 A블록4열 1,1771.0609814458676,19.70165060194783,28.360974439658072,-63.02973157655704,1.3588737918910907,-519.3448314628264
1층,A블록,5,1,1층 A블록5열 1,1603,894,-24,1층 E블록5열 10,1835.5982675956088,20.97924510506547,26.815152857961564,60.85140386136121,0.7491496991942926,-454.8516234475738
1층,A블록,5,2,1층 A블록5열 2,1556,908,-24,1층 E블록5열 9,1801.71473879746,22.460544217860992,26.899531802635305,59.73440576774368,0.7632392343240584,-488.7511915357043
1층,A블록,5,3,1층 A블록5열 3,1508,921,-24,1층 E블록5열 8,1767.1675076234285,24.043847696435552,26.97807738119762,58.58580548593641,0.7781610841001656,-523.3157740330258
1층,A블록,5,4,1층 A블록5열 4,1460,934,-24,1층 E블록5열 7,1733.3585895595868,25.72548418041345,27.02637396260507,57.39189443343189,0.7933399685284093,-557.143303718905
1층,A블록,5,5,1층 A블록5열 5,1409,948,-24,1층 E블록5열 6,1698.3995407441678,27.62375333084663,27.03735440532742,56.06663975575537,0.8096707774497006,-592.1235151279105
1층,A블록,5,6,1층 A블록5열 6,1360,960,-24,1층 E블록5열 5,1664.8651597051337,29.529530082759795,27.034820221907715,54.78240703180729,0.8259806093404525,-625.6793100608912
1층,A블록,5,7,1층 A블록5열 7,1312,971,-24,1층 E블록5열 4,1632.409568705109,31.486022746505537,27.007142476076098,53.495172837586814,0.8424039398270143,-658.1570030695049
1층,A블록,5,8,1층 A블록5열 8,1264,983,-24,1층 E블록5열 3,1601.4246782162438,33.55109022379771,26.91668683748676,52.12815463993844,0.858704256725598,-689.1651913010185
1층,A블록,5,9,1층 A블록5열 9,1212,995,-24,1층 E블록5열 2,1568.2936587259414,35.876395821961786,26.78511043474609,50.61547302737395,0.8768462326143734,-722.3224726334834
1층,A블록,5,10,1층 A블록5열 10,1163,1005,-24,1층 E블록5열 1,1537.2605504598107,38.1455239580169,26.634313147063228,49.16824583768859,0.8945487966989968,-753.3812277352878
1층,B블록,5,1,1층 B블록5열 1,997,1037,-24,1층 D블록5열 10,1438.7334707999255,46.32342051652676,25.713016445569988,43.87338456138186,0.9558146232932532,-851.9992557692681
1층,B블록,5,2,1층 B블록5열 2,943,1046,-24,1층 D블록5열 9,1408.5244051843758,49.08116645911514,25.27366319204529,42.03559652781633,0.9763162434105866,-882.2381941157225
1층,B블록,5,3,1층 B블록5열 3,889,1055,-24,1층 D블록5열 8,1379.8268007253664,51.84018058280075,24.736811298610707,40.11929890729654,0.9966236723192444,-910.9649271598985
1층,B블록,5,4,1층 B블록5열 4,835,1064,-24,1층 D블록5열 7,1352.736855415716,54.56574257201133,24.094368225303704,38.12391647471549,1.0165841593025975,-938.0826770412228
1층,B블록,5,5,1층 B블록5열 5,780,1072,-24,1층 D블록5열 6,1325.9562587053915,57.29914848985115,23.355077550578844,36.040083185142045,1.0371185280342896,-964.8902110957412
1층,B블록,5,6,1층 B블록5열 6,726,1079,-24,1층 D블록5열 5,1300.7278731541044,59.91364236655274,22.53144394738315,33.934449833763985,1.0572363161975609,-990.1431795136813
1층,B블록,5,7,1층 B블록5열 7,671,1087,-24,1층 D블록5열 4,1277.6486214918405,62.42395864170613,21.53836448755893,31.68683888187876,1.0763363001824555,-1013.244055533944
1층,B블록,5,8,1층 B블록5열 8,617,1094,-24,1층 D블록5열 3,1256.2249002467672,64.76205377874459,20.45283334097916,29.42236253944844,1.0946944075279978,-1034.6861943260944
1층,B블록,5,9,1층 B블록5열 9,562,1099,-24,1층 D블록5열 2,1234.5934553528136,67.0521607092847,19.26309592257938,27.0840204942068,1.1138770620520717,-1056.3341962151726
1층,B블록,5,10,1층 B블록5열 10,508,1104,-24,1층 D블록5열 1,1215.506478798036,69.10978088691942,17.949306713515515,24.709283380003814,1.1313704181391817,-1075.433459153264
1층,C블록,5,1,1층 C블록5열 1,341,1116,-24,1층 C블록5열 12,1167.1816482450365,74.2960953226436,13.073101740000418,16.990823291986167,1.1782190285560308,-1123.7722522800725
1층,C블록,5,2,1층 C블록5열 2,279,1120,-24,1층 C블록5열 11,1154.4769378380845,75.68172226732224,10.949383878200916,13.988085648199087,1.19118687257489,-1136.4718161785227
1층,C블록,5,3,1층 C블록5열 3,217,1124,-24,1층 C블록5열 10,1145.0069868782462,76.74426759095107,8.682288225578665,10.927115590338374,1.2010401985000625,-1145.9309267777178
1층,C블록,5,4,1층 C블록5열 4,155,1125,-24,1층 C블록5열 9,1135.8811557553015,77.66368741584375,6.340666394694501,7.844696099529568,1.2106909573314957,-1155.0430806542263
1층,C블록,5,5,1층 C블록5열 5,93,1126,-24,1층 C블록5열 8,1130.0889345533828,78.25810794844327,3.924039509523086,4.721527931670773,1.2168972315036894,-1160.8166452991711
1층,C블록,5,6,1층 C블록5열 6,31,1127,-24,1층 C블록5열 7,1127.6816926775036,78.52410612046998,1.6088997784075203,1.5756179314850915,1.2194953121087302,-1163.2020769816124
1층,C블록,5,7,1층 C블록5열 7,-31,1127,-24,1층 C블록5열 6,1127.6816926775036,78.52410612046998,1.6088997784075203,-1.5756179314850915,1.2194953121087302,-1163.2012197404642
1층,C블록,5,8,1층 C블록5열 8,-93,1126,-24,1층 C블록5열 5,1130.0889345533828,78.25810794844327,3.924039509523086,-4.721527931670773,1.2168972315036894,-1160.8140764733516
1층,C블록,5,9,1층 C블록5열 9,-155,1125,-24,1층 C블록5열 4,1135.8811557553015,77.66368741584375,6.340666394694501,-7.844696099529568,1.2106909573314957,-1155.0388126168075
1층,C블록,5,10,1층 C블록5열 10,-217,1124,-24,1층 C블록5열 3,1145.0069868782462,76.74426759095107,8.682288225578665,-10.927115590338374,1.2010401985000625,-1145.9249816986953
1층,C블록,5,11,1층 C블록5열 11,-279,1120,-24,1층 C블록5열 2,1154.4769378380845,75.68172226732224,10.949383878200916,-13.988085648199087,1.19118687257489,-1136.4642057278174
1층,C블록,5,12,1층 C블록5열 12,-341,1116,-24,1층 C블록5열 1,1167.1816482450365,74.2960953226436,13.073101740000418,-16.990823291986167,1.1782190285560308,-1123.763008139998
1층,D블록,5,1,1층 D블록5열 1,-508,1104,-24,1층 B블록5열 10,1215.506478798036,69.10978088691942,17.949306713515515,-24.709283380003814,1.1313704181391817,-1075.420015656573
1층,D블록,5,2,1층 D블록5열 2,-562,1099,-24,1층 B블록5열 9,1234.5934553528136,67.0521607092847,19.26309592257938,-27.0840204942068,1.1138770620520717,-1056.319460703248
1층,D블록,5,3,1층 D블록5열 3,-617,1094,-24,1층 B블록5열 8,1256.2249002467672,64.76205377874459,20.45283334097916,-29.42236253944844,1.0946944075279978,-1034.6701866002793
1층,D블록,5,4,1층 D블록5열 4,-671,1087,-24,1층 B블록5열 7,1277.6486214918405,62.42395864170613,21.53836448755893,-31.68683888187876,1.0763363001824555,-1013.2268157821023
1층,D블록,5,5,1층 D블록5열 5,-726,1079,-24,1층 B블록5열 6,1300.7278731541044,59.91364236655274,22.53144394738315,-33.934449833763985,1.0572363161975609,-990.1247169117096
1층,D블록,5,6,1층 D블록5열 6,-780,1072,-24,1층 B블록5열 5,1325.9562587053915,57.29914848985115,23.355077550578844,-36.040083185142045,1.0371185280342896,-964.8706028889151
1층,D블록,5,7,1층 D블록5열 7,-835,1064,-24,1층 B블록5열 4,1352.736855415716,54.56574257201133,24.094368225303704,-38.12391647471549,1.0165841593025975,-938.0619350902284
1층,D블록,5,8,1층 D블록5열 8,-889,1055,-24,1층 B블록5열 3,1379.8268007253664,51.84018058280075,24.736811298610707,-40.11929890729654,0.9966236723192444,-910.943099587896
1층,D블록,5,9,1층 D블록5열 9,-943,1046,-24,1층 B블록5열 2,1408.5244051843758,49.08116645911514,25.27366319204529,-42.03559652781633,0.9763162434105866,-882.2153239501198
1층,D블록,5,10,1층 D블록5열 10,-997,1037,-24,1층 B블록5열 1,1438.7334707999255,46.32342051652676,25.713016445569988,-43.87338456138186,0.9558146232932532,-851.975385724512
1층,E블록,5,1,1층 E블록5열 1,-1163,1005,-24,1층 A블록5열 10,1537.2605504598107,38.1455239580169,26.634313147063228,-49.16824583768859,0.8945487966989968,-753.3544769331678
1층,E블록,5,2,1층 E블록5열 2,-1212,995,-24,1층 A블록5열 9,1568.2936587259414,35.876395821961786,26.78511043474609,-50.61547302737395,0.8768462326143734,-722.2949344433346
1층,E블록,5,3,1층 E블록5열 3,-1264,983,-24,1층 A블록5열 8,1601.4246782162438,33.55109022379771,26.91668683748676,-52.12815463993844,0.858704256725598,-689.1368301112731
1층,E블록,5,4,1층 E블록5열 4,-1312,971,-24,1층 A블록5열 7,1632.409568705109,31.486022746505537,27.007142476076098,-53.495172837586814,0.8424039398270143,-658.1278981307672
1층,E블록,5,5,1층 E블록5열 5,-1360,960,-24,1층 A블록5열 6,1664.8651597051337,29.529530082759795,27.034820221907715,-54.78240703180729,0.8259806093404525,-625.6495047809755
1층,E블록,5,6,1층 E블록5열 6,-1409,948,-24,1층 A블록5열 5,1698.3995407441678,27.62375333084663,27.03735440532742,-56.06663975575537,0.8096707774497006,-592.0930111398167
1층,E블록,5,7,1층 E블록5열 7,-1460,934,-24,1층 A블록5열 4,1733.3585895595868,25.72548418041345,27.02637396260507,-57.39189443343189,0.7933399685284093,-557.1120787039565
1층,E블록,5,8,1층 E블록5열 8,-1508,921,-24,1층 A블록5열 3,1767.1675076234285,24.043847696435552,26.97807738119762,-58.58580548593641,0.7781610841001656,-523.2838994509071
