seat,예매여부,좌석 오픈 여부,좌석 별 평균 가격,거래까지걸린시간_시간,거래까지걸린시간_등수,좌석 예매율,층,블록,열,넘버,X,Y,Z,대칭점,무대_밑_좌우시야각,무대_위_좌우시야각,무대가_보이는_면적
1층 A블록5열 5,84,147,24654.761904761905,798.4676587301586,861.3388102118463,0.5714285714285714,1층,A블록,5,5,1409,948,-24,1층 E블록5열 6,21,39,2017
1층 A블록5열 6,87,142,20862.068965517243,791.3835249042146,780.0423824534262,0.6126760563380281,1층,A블록,5,6,1360,960,-24,1층 E블록5열 5,21,41,2043
1층 A블록5열 7,91,153,19241.75824175824,738.979120879121,852.7179025020098,0.5947712418300654,1층,A블록,5,7,1312,971,-24,1층 E블록5열 4,22,43,2071
1층 A블록5열 8,76,135,21934.21052631579,719.2311403508771,826.9299576514484,0.562962962962963,1층,A블록,5,8,1264,983,-24,1층 E블록5열 3,22,45,2102
1층 A블록5열 9,96,156,34937.5,615.3793402777777,830.386490483293,0.6153846153846154,1층,A블록,5,9,1212,995,-24,1층 E블록5열 2,23,48,2139
1층 A블록6열 1,67,151,16537.31343283582,828.0487562189054,1108.130242994799,0.44370860927152317,1층,A블록,6,1,1630,986,-7,1층 E블록6열 10,19,31,1896
1층 A블록6열 10,92,156,36989.13043478261,612.4067028985507,861.7857284271313,0.5897435897435898,1층,A블록,6,10,1180,1098,-7,1층 E블록6열 1,23,49,2122
1층 A블록6열 2,74,151,21216.216216216217,774.6506756756756,1026.97189149928,0.4900662251655629,1층,A블록,6,2,1580,999,-7,1층 E블록6열 9,19,33,1913
1층 A블록6열 3,80,151,13137.5,727.346875,950.1421620275642,0.5298013245033113,1층,A블록,6,3,1531,1013,-7,1층 E블록6열 8,19,35,1931
1층 A블록6열 4,86,154,20441.86046511628,814.9001937984497,910.0633542999551,0.5584415584415584,1층,A블록,6,4,1481,1028,-7,1층 E블록6열 7,20,37,1951
1층 A블록6열 5,79,140,22468.354430379746,710.9154008438818,825.985517824472,0.5642857142857143,1층,A블록,6,5,1431,1040,-7,1층 E블록6열 6,20,39,1973
1층 A블록6열 6,92,152,22239.130434782608,741.9653985507247,832.7597988273112,0.6052631578947368,1층,A블록,6,6,1381,1052,-7,1층 E블록6열 5,21,40,1997
1층 A블록6열 7,86,143,19720.93023255814,779.0668604651163,784.3103393150814,0.6013986013986014,1층,A블록,6,7,1331,1064,-7,1층 E블록6열 4,21,42,2024
1층 A블록6열 8,90,146,22455.555555555555,771.6025925925926,779.9363252486161,0.6164383561643836,1층,A블록,6,8,1281,1078,-7,1층 E블록6열 3,22,44,2053
1층 A블록6열 9,84,145,30142.85714285714,698.3488095238095,832.9061775829382,0.5793103448275863,1층,A블록,6,9,1231,1088,-7,1층 E블록6열 2,22,47,2086
1층 A블록7열 1,68,155,16808.823529411766,824.6870098039216,1134.414555911897,0.43870967741935485,1층,A블록,7,1,1655,1077,12,1층 E블록7열 10,18,31,1865
1층 A블록7열 10,88,148,30397.727272727272,608.2950757575758,818.9222379135673,0.5945945945945946,1층,A블록,7,10,1199,1191,12,1층 E블록7열 1,22,47,2072
1층 A블록7열 2,70,144,19328.571428571428,771.670238095238,982.3518783413028,0.4861111111111111,1층,A블록,7,2,1605,1091,12,1층 E블록7열 9,19,33,1880
1층 A블록7열 3,89,155,17617.977528089887,737.2795880149813,894.7873377203836,0.5741935483870968,1층,A블록,7,3,1554,1105,12,1층 E블록7열 8,19,34,1897
1층 A블록7열 4,75,148,15746.666666666666,672.1617777777777,967.9523271077417,0.5067567567567568,1층,A블록,7,4,1504,1119,12,1층 E블록7열 7,19,36,1915
1층 A블록7열 5,75,149,17106.666666666668,724.4208888888888,974.4036375262478,0.5033557046979866,1층,A블록,7,5,1453,1134,12,1층 E블록7열 6,20,38,1935
1층 A블록7열 6,90,149,20877.777777777777,714.5240740740741,801.2613630558885,0.6040268456375839,1층,A블록,7,6,1403,1145,12,1층 E블록7열 5,20,40,1956
1층 A블록7열 7,94,153,21297.872340425532,704.9801418439716,810.8997660320546,0.6143790849673203,1층,A블록,7,7,1352,1157,12,1층 E블록7열 4,21,42,1981
1층 A블록7열 8,82,138,21621.951219512193,745.9969512195122,792.3789922284196,0.5942028985507246,1층,A블록,7,8,1301,1170,12,1층 E블록7열 3,21,44,2008
1층 A블록7열 9,103,156,33048.54368932039,729.8203883495146,737.243483814448,0.6602564102564102,1층,A블록,7,9,1250,1182,12,1층 E블록7열 2,21,45,2038
1층 A블록8열 1,72,156,16569.444444444445,713.6185185185185,1098.2946268346504,0.46153846153846156,1층,A블록,8,1,1695,1165,30,1층 E블록8열 11,18,31,1837
1층 A블록8열 10,101,158,33742.574257425746,628.2757425742574,778.0158966542141,0.6392405063291139,1층,A블록,8,10,1259,1276,30,1층 E블록8열 2,21,45,2006
1층 A블록8열 11,82,144,32780.48780487805,670.7516260162602,832.5688632157503,0.5694444444444444,1층,A블록,8,11,1210,1286,30,1층 E블록8열 1,21,46,2036
1층 A블록8열 2,76,153,19947.36842105263,800.2357456140351,1022.8338066446834,0.49673202614379086,1층,A블록,8,2,1646,1178,30,1층 E블록8열 10,18,32,1849
1층 A블록8열 3,67,144,16925.373134328358,782.7149253731344,1025.0636782092415,0.4652777777777778,1층,A블록,8,3,1598,1192,30,1층 E블록8열 9,18,33,1863
1층 A블록8열 4,82,156,15975.609756097561,759.6569105691057,985.0930445577434,0.5256410256410257,1층,A블록,8,4,1550,1205,30,1층 E블록8열 8,19,35,1877
1층 A블록8열 5,76,145,16776.315789473683,815.2813596491228,923.9807627480737,0.5241379310344828,1층,A블록,8,5,1502,1219,30,1층 E블록8열 7,19,37,1894
1층 A블록8열 6,87,149,24218.3908045977,702.6053639846743,843.5519920335665,0.5838926174496645,1층,A블록,8,6,1453,1230,30,1층 E블록8열 6,20,38,1912
1층 A블록8열 7,85,145,28164.70588235294,721.9762745098038,827.3877977043222,0.5862068965517241,1층,A블록,8,7,1405,1242,30,1층 E블록8열 5,20,40,1932
1층 A블록8열 8,89,152,23449.43820224719,675.6756554307116,855.5816925609143,0.5855263157894737,1층,A블록,8,8,1356,1254,30,1층 E블록8열 4,20,41,1954
1층 A블록8열 9,78,139,19294.871794871793,685.4059829059829,826.6908011444464,0.5611510791366906,1층,A블록,8,9,1308,1266,30,1층 E블록8열 3,21,43,1979
1층 A블록9열 1,74,159,17337.837837837837,794.6484234234234,1108.9407174356743,0.46540880503144655,1층,A블록,9,1,1722,1256,50,1층 E블록9열 11,17,30,1815
1층 A블록9열 10,85,143,32235.29411764706,703.0570588235294,805.9492734042826,0.5944055944055944,1층,A블록,9,10,1277,1369,50,1층 E블록9열 2,20,44,1972
1층 A블록9열 11,98,162,35112.244897959186,666.3969387755102,860.6172839506173,0.6049382716049383,1층,A블록,9,11,1227,1380,50,1층 E블록9열 1,21,45,2001
1층 A블록9열 2,73,156,15630.13698630137,808.727397260274,1086.1532141143477,0.46794871794871795,1층,A블록,9,2,1673,1269,50,1층 E블록9열 10,18,32,1826
1층 A블록9열 3,68,149,18264.70588235294,737.3799019607842,1068.1261334010492,0.4563758389261745,1층,A블록,9,3,1624,1283,50,1층 E블록9열 9,18,33,1838
1층 A블록9열 4,78,147,10551.28205128205,777.3431623931624,941.9341493762737,0.5306122448979592,1층,A블록,9,4,1574,1297,50,1층 E블록9열 8,18,34,1852
1층 A블록9열 5,84,159,19678.571428571428,802.7753968253968,1001.7579995625466,0.5283018867924528,1층,A블록,9,5,1525,1311,50,1층 E블록9열 7,19,36,1866
1층 A블록9열 6,71,135,14521.12676056338,869.8704225352112,871.8643770349089,0.5259259259259259,1층,A블록,9,6,1476,1323,50,1층 E블록9열 6,19,37,1883
1층 A블록9열 7,91,156,21120.879120879123,700.7465201465202,893.8027296025545,0.5833333333333334,1층,A블록,9,7,1426,1335,50,1층 E블록9열 5,19,39,1902
1층 A블록9열 8,82,148,22231.70731707317,697.4928861788618,889.8883965594794,0.5540540540540541,1층,A블록,9,8,1377,1347,50,1층 E블록9열 4,20,40,1923
1층 A블록9열 9,80,143,19525.0,676.61875,852.732398787749,0.5594405594405595,1층,A블록,9,9,1327,1359,50,1층 E블록9열 3,20,42,1946
1층 B블록10열 1,87,150,36436.7816091954,757.3756704980843,864.5014366985857,0.58,1층,B블록,10,1,1090,1503,69,1층 D블록10열 11,21,48,2070
1층 B블록10열 10,93,155,44204.30107526882,555.263082437276,847.3578574567732,0.6,1층,B블록,10,10,591,1573,69,1층 D블록10열 2,23,60,2428
1층 B블록10열 11,82,143,48926.829268292684,466.83800813008133,815.5422810603566,0.5734265734265734,1층,B블록,10,11,535,1578,69,1층 D블록10열 1,23,61,2463
1층 B블록10열 2,85,149,23694.117647058825,757.5917647058823,887.5120049671638,0.5704697986577181,1층,B블록,10,2,1034,1513,69,1층 D블록10열 10,21,50,2109
1층 B블록10열 3,74,142,29054.054054054053,805.9529279279279,925.5751322037357,0.5211267605633803,1층,B블록,10,3,979,1522,69,1층 D블록10열 9,22,51,2149
1층 B블록10열 4,90,157,22233.333333333332,801.8048148148148,908.6956752422872,0.5732484076433121,1층,B블록,10,4,924,1531,69,1층 D블록10열 8,22,53,2190
1층 B블록10열 5,82,143,27060.975609756097,725.2575203252031,830.2405901328123,0.5734265734265734,1층,B블록,10,5,869,1539,69,1층 D블록10열 7,22,54,2231
1층 B블록10열 6,90,152,23333.333333333332,727.1637037037037,847.6343967454991,0.5921052631578947,1층,B블록,10,6,813,1547,69,1층 D블록10열 6,22,55,2273
1층 B블록10열 7,82,141,27097.560975609755,777.2760162601626,820.8219557295765,0.5815602836879432,1층,B블록,10,7,758,1555,69,1층 D블록10열 5,23,57,2313
1층 B블록10열 8,95,152,26652.63157894737,693.8019298245614,784.8070367957123,0.625,1층,B블록,10,8,702,1564,69,1층 D블록10열 4,23,58,2353
1층 B블록10열 9,84,141,35464.28571428572,684.3261904761905,779.7231191436413,0.5957446808510638,1층,B블록,10,9,646,1569,69,1층 D블록10열 3,23,59,2392
1층 B블록11열 1,94,153,27382.978723404256,901.1659574468084,811.389102028358,0.6143790849673203,1층,B블록,11,1,1113,1596,89,1층 D블록11열 12,20,47,2036
1층 B블록11열 10,78,138,29589.74358974359,768.8861111111112,818.5969928604569,0.5652173913043478,1층,B블록,11,10,642,1664,89,1층 D블록11열 3,22,57,2353
1층 B블록11열 11,98,160,29806.122448979593,643.4535714285714,848.2625452567319,0.6125,1층,B블록,11,11,590,1669,89,1층 D블록11열 2,23,58,2384
1층 B블록11열 12,82,145,32829.26829268293,635.9922764227642,849.6602411434776,0.5655172413793104,1층,B블록,11,12,537,1674,89,1층 D블록11열 1,23,59,2414
1층 B블록11열 2,90,147,27966.666666666668,940.0972222222222,796.8896722032794,0.6122448979591837,1층,B블록,11,2,1060,1605,89,1층 D블록11열 11,21,48,2071
1층 B블록11열 3,87,147,20678.16091954023,842.1486590038314,846.0196601182724,0.5918367346938775,1층,B블록,11,3,1008,1613,89,1층 D블록11열 10,21,49,2106
1층 B블록11열 4,83,140,22361.44578313253,807.5,795.9726770280195,0.5928571428571429,1층,B블록,11,4,956,1622,89,1층 D블록11열 9,21,50,2142
1층 B블록11열 5,102,158,24931.37254901961,786.9973856209151,780.4806004993934,0.6455696202531646,1층,B블록,11,5,904,1630,89,1층 D블록11열 8,21,52,2178
1층 B블록11열 6,83,140,18734.939759036144,735.3809236947791,790.9206297337905,0.5928571428571429,1층,B블록,11,6,852,1637,89,1층 D블록11열 7,22,53,2215
1층 B블록11열 7,95,149,22357.894736842107,755.1373684210527,750.8152189669069,0.6375838926174496,1층,B블록,11,7,800,1645,89,1층 D블록11열 6,22,54,2251
1층 B블록11열 8,87,144,18034.48275862069,802.5432950191571,795.2907887909757,0.6041666666666666,1층,B블록,11,8,747,1652,89,1층 D블록11열 5,22,55,2286
1층 B블록11열 9,93,152,26559.139784946237,748.9120071684588,810.1893346073075,0.6118421052631579,1층,B블록,11,9,695,1660,89,1층 D블록11열 4,22,56,2320
1층 B블록12열 1,78,139,32064.102564102563,735.8777777777777,836.2686166364753,0.5611510791366906,1층,B블록,12,1,1127,1690,109,1층 D블록12열 12,20,45,2013
1층 B블록12열 10,86,143,28000.0,693.5703488372093,784.449993137989,0.6013986013986014,1층,B블록,12,10,651,1759,109,1층 D블록12열 3,22,55,2312
1층 B블록12열 11,85,144,28623.529411764706,623.9621568627451,803.6262258139898,0.5902777777777778,1층,B블록,12,11,597,1764,109,1층 D블록12열 2,22,55,2342
1층 B블록12열 12,95,155,26821.052631578947,598.5161403508772,807.5760121339567,0.6129032258064516,1층,B블록,12,12,544,1768,109,1층 D블록12열 1,22,56,2370
1층 B블록12열 2,98,161,27153.061224489797,808.1268707482993,864.3242736517936,0.6086956521739131,1층,B블록,12,2,1074,1699,109,1층 D블록12열 11,20,46,2046
1층 B블록12열 3,81,144,22876.543209876545,838.5236625514403,872.5699036323188,0.5625,1층,B블록,12,3,1021,1707,109,1층 D블록12열 10,20,48,2080
1층 B블록12열 4,83,146,21168.67469879518,779.4640562248995,863.535019273147,0.5684931506849316,1층,B블록,12,4,969,1716,109,1층 D블록12열 9,21,49,2113
1층 B블록12열 5,85,151,13505.882352941177,844.5886274509803,897.8402569143434,0.5629139072847682,1층,B블록,12,5,916,1724,109,1층 D블록12열 8,21,50,2148
1층 B블록12열 6,93,158,16354.838709677419,871.6806451612904,886.656019544124,0.5886075949367089,1층,B블록,12,6,863,1732,109,1층 D블록12열 7,21,51,2183
1층 B블록12열 7,74,132,14864.864864864865,862.4952702702703,802.4290783045552,0.5606060606060606,1층,B블록,12,7,810,1739,109,1층 D블록12열 6,21,52,2217
1층 B블록12열 8,99,155,25000.0,804.643265993266,791.6341525949277,0.6387096774193548,1층,B블록,12,8,757,1746,109,1층 D블록12열 5,21,53,2250
1층 B블록12열 9,91,144,31978.021978021978,784.4485347985348,748.6110134287337,0.6319444444444444,1층,B블록,12,9,704,1754,109,1층 D블록12열 4,22,54,2281
1층 B블록13열 1,81,149,15049.382716049382,786.3578189300412,906.7506054671961,0.5436241610738255,1층,B블록,13,1,1144,1783,130,1층 D블록13열 12,19,44,1991
1층 B블록13열 10,86,139,27337.20930232558,850.9327519379844,735.4094802724038,0.6187050359712231,1층,B블록,13,10,661,1853,130,1층 D블록13열 3,21,52,2276
1층 B블록13열 11,100,158,32790.0,721.2673333333333,778.9272681341762,0.6329113924050633,1층,B블록,13,11,606,1858,130,1층 D블록13열 2,21,53,2304
1층 B블록13열 12,88,146,34886.36363636364,682.4761363636363,775.2089016488205,0.6027397260273972,1층,B블록,13,12,552,1863,130,1층 D블록13열 1,21,54,2330
1층 B블록13열 2,90,150,18500.0,853.4901851851852,830.48371767258,0.6,1층,B블록,13,2,1090,1792,130,1층 D블록13열 11,20,45,2022
1층 B블록13열 3,89,148,20449.43820224719,894.2921348314607,828.8310448407127,0.6013513513513513,1층,B블록,13,3,1035,1802,130,1층 D블록13열 10,20,46,2056
1층 B블록13열 4,77,138,16896.103896103898,868.6396103896104,827.9761677859264,0.5579710144927537,1층,B블록,13,4,981,1811,130,1층 D블록13열 9,20,47,2089
1층 B블록13열 5,94,160,17000.0,814.3771276595744,883.0037269099024,0.5875,1층,B블록,13,5,929,1818,130,1층 D블록13열 8,20,48,2121
1층 B블록13열 6,82,143,22914.634146341465,799.8798780487804,828.7286585812427,0.5734265734265734,1층,B블록,13,6,875,1826,130,1층 D블록13열 7,20,49,2154
1층 B블록13열 7,91,147,26428.571428571428,823.569597069597,772.4779947625283,0.6190476190476191,1층,B블록,13,7,820,1834,130,1층 D블록13열 6,21,50,2186
1층 B블록13열 8,86,144,21697.674418604653,787.0839147286821,806.2185740966312,0.5972222222222222,1층,B블록,13,8,766,1841,130,1층 D블록13열 5,21,51,2218
1층 B블록13열 9,94,150,24521.27659574468,766.0370567375887,762.9472024379323,0.6266666666666667,1층,B블록,13,9,711,1849,130,1층 D블록13열 4,21,52,2249
1층 B블록14열 1,75,137,21120.0,743.0951111111111,846.7684929305501,0.5474452554744526,1층,B블록,14,1,1159,1877,151,1층 D블록14열 12,19,42,1973
1층 B블록14열 10,83,145,26891.566265060243,715.6112449799197,837.8298020246417,0.5724137931034483,1층,B블록,14,10,669,1948,151,1층 D블록14열 3,20,50,2244
1층 B블록14열 11,87,147,35459.77011494253,672.4942528735633,808.5324470138423,0.5918367346938775,1층,B블록,14,11,615,1953,151,1층 D블록14열 2,21,51,2270
1층 B블록14열 12,98,159,37816.32653061225,695.5683673469388,826.7985116109435,0.6163522012578616,1층,B블록,14,12,560,1958,151,1층 D블록14열 1,21,52,2294
1층 B블록14열 2,98,160,21091.836734693876,803.2578231292516,852.551496726395,0.6125,1층,B블록,14,2,1105,1886,151,1층 D블록14열 11,19,44,2003
1층 B블록14열 3,76,142,13447.368421052632,820.3328947368421,909.183831441896,0.5352112676056338,1층,B블록,14,3,1051,1895,151,1층 D블록14열 10,19,44,2034
1층 B블록14열 4,75,145,15013.333333333334,725.9817777777778,942.5424432029921,0.5172413793103449,1층,B블록,14,4,996,1904,151,1층 D블록14열 9,19,45,2066
1층 B블록14열 5,83,149,16265.060240963856,738.4759036144578,894.1196537250343,0.5570469798657718,1층,B블록,14,5,942,1913,151,1층 D블록14열 8,20,46,2097
1층 B블록14열 6,92,159,22739.130434782608,764.4786231884059,905.3015751287494,0.5786163522012578,1층,B블록,14,6,888,1920,151,1층 D블록14열 7,20,47,2128
1층 B블록14열 7,72,133,22944.444444444445,780.9168981481481,840.9481576353571,0.5413533834586466,1층,B블록,14,7,833,1928,151,1층 D블록14열 6,20,48,2159
1층 B블록14열 8,98,155,18397.95918367347,837.2760204081633,803.5707134271554,0.632258064516129,1층,B블록,14,8,779,1935,151,1층 D블록14열 5,20,49,2188
1층 B블록14열 9,91,147,26076.923076923078,928.4430402930403,786.8948397656666,0.6190476190476191,1층,B블록,14,9,724,1943,151,1층 D블록14열 4,20,50,2217
1층 B블록15열 1,94,160,27095.744680851065,739.049645390071,889.4301619458298,0.5875,1층,B블록,15,1,1180,1995,172,1층 D블록15열 13,18,41,1956
1층 B블록15열 10,88,148,24556.81818181818,788.725,815.6410311465755,0.5945945945945946,1층,B블록,15,10,722,2064,172,1층 D블록15열 4,20,47,2193
1층 B블록15열 11,85,134,24235.29411764706,765.5362745098039,695.8918240537394,0.6343283582089553,1층,B블록,15,11,670,2068,172,1층 D블록15열 3,20,48,2217
1층 B블록15열 12,151,162,0.0,670.491059602649,231.2469135802469,0.9320987654320988,1층,B블록,15,12,619,2073,172,1층 D블록15열 2,20,49,2238
1층 B블록15열 13,151,162,0.0,670.491059602649,231.2469135802469,0.9320987654320988,1층,B블록,15,13,568,2077,172,1층 D블록15열 1,20,49,2259
1층 B블록15열 2,82,139,34390.243902439026,844.5225609756098,789.1376785784856,0.5899280575539568,1층,B블록,15,2,1129,2004,172,1층 D블록15열 12,18,42,1983
1층 B블록15열 3,89,150,23235.955056179777,776.6563670411986,837.9889249584728,0.5933333333333334,1층,B블록,15,3,1078,2012,172,1층 D블록15열 11,18,43,2010
1층 B블록15열 4,85,144,16188.235294117647,899.503137254902,823.1972050434405,0.5902777777777778,1층,B블록,15,4,1028,2020,172,1층 D블록15열 10,19,43,2037
1층 B블록15열 5,93,146,24612.90322580645,841.097311827957,742.8693044884769,0.636986301369863,1층,B블록,15,5,977,2029,172,1층 D블록15열 9,19,44,2064
1층 B블록15열 6,83,138,19240.963855421687,850.5975903614459,771.4037348811861,0.6014492753623188,1층,B블록,15,6,926,2036,172,1층 D블록15열 8,19,45,2091
1층 B블록15열 7,105,159,26771.428571428572,810.237619047619,766.5881445181035,0.660377358490566,1층,B블록,15,7,875,2043,172,1층 D블록15열 7,19,46,2118
